tmin	tmax	tmean	rain	hr
13.8	27.6	21.2	0.0	77.0
13.5	20.0	18.1	2.0	88.0
13.8	21.5	17.6	0.0	69.0
12.8	23.6	18.5	0.0	77.0
16.7	25.3	20.9	0.0	74.0
14.8	22.5	19.7	0.1	75.0
15.2	21.2	18.7	0.0	65.0
15.3	19.9	17.3	0.0	79.0
14.3	18.9	16.7	0.0	66.0
10.4	21.6	17.2	0.0	67.0
14.6	22.6	18.3	0.0	77.0
10.8	25.2	18.8	0.0	70.0
11.3	25.8	19.4	0.0	72.0
11.9	27.8	20.6	0.0	71.0
11.6	27.7	20.6	0.0	71.0
12.8	27.1	20.9	0.0	74.0
11.4	28.5	20.6	0.0	67.0
10.8	28.1	20.3	0.0	75.0
11.6	28.7	21.2	0.0	62.0
16.4	19.9	17.5	0.0	61.0
14.4	20.6	17.6	0.0	70.0
10.8	25.0	19.1	0.0	72.0
11.2	29.5	20.9	0.0	73.0
16.3	26.0	20.8	0.0	54.0
12.4	18.2	13.8	0.0	74.0
11.8	17.4	14.6	0.0	66.0
13.3	22.5	17.7	0.0	67.0
14.6	25.2	20.1	0.0	70.0
12.5	28.4	21.4	0.0	69.0
13.2	29.7	22.4	0.0	69.0
13.4	28.9	22.2	0.0	70.0
12.3	29.0	21.9	0.0	66.0
13.3	29.7	22.5	0.0	69.0
15.8	23.3	19.9	0.0	66.0
14.5	21.6	17.5	0.0	53.0
10.6	25.8	18.4	0.0	74.0
12.5	26.3	19.3	0.0	66.0
11.6	24.6	19.1	0.0	55.0
10.6	18.4	15.7	0.0	49.0
11.5	17.0	13.7	0.0	42.0
7.4	11.5	9.7	0.0	57.0
7.0	11.0	9.4	0.0	65.0
8.2	14.1	11.3	0.0	66.0
3.8	20.0	13.4	0.0	58.0
5.0	22.7	15.1	0.0	59.0
7.4	24.9	17.3	0.0	57.0
9.4	27.8	19.9	0.0	59.0
10.8	25.7	19.3	0.0	56.0
11.4	29.9	21.3	0.0	55.0
12.7	25.7	20.2	0.0	63.0
10.9	27.4	20.2	0.0	58.0
12.2	24.4	19.4	0.0	63.0
12.3	30.6	21.8	0.0	64.0
14.4	29.3	23.4	0.0	56.0
18.0	31.4	25.8	0.0	61.0
19.5	34.4	27.0	1.0	57.0
13.4	27.4	17.4	0.2	78.0
10.7	15.7	13.4	3.0	77.0
11.8	17.4	15.1	0.0	65.0
11.0	20.7	16.2	0.0	48.0
7.0	24.9	17.0	0.0	52.0
7.4	26.6	18.4	0.0	52.0
7.2	23.4	17.2	0.0	42.0
8.3	27.8	19.0	0.0	51.0
8.7	30.4	20.8	0.0	46.0
8.6	31.0	21.2	0.0	46.0
11.5	30.4	22.6	0.0	36.0
12.5	29.5	22.3	0.0	39.0
10.8	26.5	20.4	0.0	40.0
15.8	21.5	17.1	0.0	47.0
14.0	23.2	19.4	0.0	46.0
14.2	25.6	20.0	0.0	34.0
8.8	29.5	20.6	0.0	44.0
11.4	35.6	25.1	0.0	31.0
13.3	24.8	17.4	0.0	34.0
3.5	21.4	14.5	0.0	33.0
9.4	19.8	15.6	0.0	29.0
4.6	23.2	15.9	0.0	33.0
3.2	24.9	17.0	0.0	31.0
6.5	28.2	19.4	0.0	35.0
12.8	29.4	21.9	0.0	39.0
12.6	30.2	22.6	0.0	38.0
11.6	35.7	25.2	0.0	39.0
13.7	36.2	26.4	0.0	48.0
17.5	30.0	25.1	0.0	34.0
18.4	30.6	25.3	0.0	30.0
16.4	30.4	24.0	0.0	34.0
16.2	24.5	20.8	0.0	39.0
11.1	29.1	22.0	0.0	34.0
11.3	30.7	23.0	0.0	31.0
12.8	32.5	24.6	0.0	33.0
13.4	35.4	25.6	0.0	34.0
15.2	30.4	24.3	0.0	24.0
10.4	31.6	24.1	0.0	26.0
12.6	35.6	26.0	0.0	33.0
16.7	28.6	24.2	0.0	25.0
12.8	28.4	22.2	0.0	23.0
10.4	33.0	24.5	0.0	24.0
12.8	36.7	27.0	0.0	36.0
19.6	35.7	29.1	0.0	42.0
17.4	29.1	24.0	3.0	46.0
17.0	24.3	20.4	0.5	74.0
16.2	26.8	22.9	0.0	65.0
17.1	34.0	27.3	0.0	52.0
21.4	37.6	30.6	0.2	46.0
19.4	30.0	22.1	6.0	75.0
17.5	30.6	25.4	0.0	63.0
15.5	25.8	19.0	0.0	50.0
11.9	31.4	23.7	0.0	36.0
20.8	32.7	26.5	0.0	38.0
19.2	32.7	27.2	0.0	46.0
18.9	36.8	29.9	0.0	40.0
20.8	39.7	32.1	0.0	39.0
24.3	32.6	26.7	0.0	65.0
19.5	34.2	28.2	0.0	47.0
19.9	38.5	31.2	0.0	37.0
22.5	37.9	30.5	4.0	51.0
17.4	26.1	21.3	0.0	58.0
18.9	28.8	24.3	0.0	54.0
20.5	28.8	24.6	0.0	57.0
20.8	32.1	27.6	1.0	48.0
20.6	27.6	21.5	0.2	82.0
19.9	24.7	22.6	0.7	74.0
20.3	28.8	24.8	0.0	67.0
22.2	31.1	26.8	0.6	63.0
21.2	27.8	23.8	3.0	95.0
20.2	33.0	27.6	0.0	65.0
22.5	38.3	31.9	0.0	55.0
19.2	32.0	21.5	0.1	73.0
19.0	29.6	24.3	0.0	66.0
22.5	34.1	28.7	0.0	55.0
22.5	38.7	30.0	20.0	69.0
20.6	31.8	26.4	0.0	57.0
20.6	29.4	25.6	5.0	71.0
18.8	27.2	23.8	0.0	60.0
20.1	30.2	26.6	0.0	57.0
22.4	34.8	28.8	16.0	63.0
18.0	24.5	21.3	1.0	83.0
20.3	26.2	23.3	0.0	77.0
21.4	25.6	24.0	0.0	59.0
20.0	26.2	23.4	0.0	59.0
19.3	25.1	22.2	0.7	61.0
18.6	30.5	25.0	0.0	48.0
15.6	32.6	26.0	0.0	46.0
15.3	33.5	27.3	0.0	38.0
16.1	35.1	28.2	0.0	31.0
18.5	37.1	29.6	0.0	34.0
20.4	35.9	30.0	0.0	36.0
20.8	37.6	31.2	0.0	42.0
22.6	40.2	33.0	0.0	42.0
25.4	32.4	28.9	0.1	54.0
19.0	26.0	20.8	9.0	93.0
17.4	23.2	20.5	0.0	72.0
16.0	30.5	24.9	0.0	47.0
17.6	33.6	27.8	0.0	47.0
21.2	37.0	29.9	0.0	51.0
23.3	33.7	28.2	0.0	70.0
22.2	35.0	29.0	0.0	58.0
23.8	37.0	31.9	10.0	55.0
21.6	37.9	30.2	0.0	52.0
21.8	27.1	24.8	4.0	79.0
21.0	30.9	26.1	51.0	68.0
18.7	21.7	20.3	6.0	95.0
20.4	27.0	24.1	0.0	80.0
21.5	33.6	29.0	0.0	66.0
24.5	37.0	31.5	0.7	58.0
20.2	31.4	23.3	12.0	86.0
21.5	32.9	27.8	0.0	63.0
22.3	35.3	29.9	16.0	61.0
21.9	32.6	27.5	32.0	79.0
22.1	32.4	27.0	41.0	72.0
19.9	29.0	25.0	13.0	79.0
20.4	26.1	21.9	2.0	90.0
20.2	30.5	25.7	1.0	69.0
21.8	31.5	26.6	4.0	74.0
19.7	32.6	28.1	22.0	65.0
20.2	28.8	23.3	3.0	84.0
22.4	31.5	26.9	30.0	81.0
21.5	28.5	25.1	0.0	79.0
23.4	34.0	29.4	0.0	71.0
24.0	33.4	29.8	0.0	74.0
22.7	31.0	27.4	0.3	84.0
24.3	33.7	30.0	0.0	66.0
18.0	34.5	24.3	9.0	88.0
18.2	27.9	24.4	0.0	74.0
21.6	31.0	26.8	0.0	73.0
22.2	34.5	29.7	0.0	69.0
24.1	35.7	30.9	66.0	67.0
21.3	32.4	27.6	34.0	65.0
21.8	29.5	25.6	0.0	78.0
22.0	33.4	29.0	0.0	69.0
19.4	29.1	23.5	55.0	92.0
19.3	32.5	27.3	0.0	69.0
22.2	35.0	29.5	0.0	69.0
22.1	34.5	29.7	0.0	61.0
22.6	35.5	30.6	0.0	61.0
21.3	34.0	28.1	31.0	76.0
21.2	32.8	27.8	12.0	67.0
23.6	34.5	29.0	0.0	72.0
24.3	33.5	29.4	15.0	70.0
23.3	30.0	26.3	35.0	84.0
22.2	30.2	25.8	0.8	86.0
24.1	32.8	28.5	0.0	75.0
23.7	35.1	30.6	0.0	70.0
24.6	35.5	29.6	0.1	75.0
23.8	26.4	25.1	0.7	91.0
22.9	34.6	28.5	3.0	75.0
24.2	32.5	28.8	9.0	69.0
20.8	31.9	25.9	11.0	72.0
20.8	29.4	23.0	52.0	91.0
19.6	23.0	20.1	2.0	94.0
19.5	29.7	25.2	0.0	68.0
21.4	33.6	28.9	0.0	69.0
20.6	34.5	29.6	0.4	63.0
22.8	30.6	26.6	0.0	70.0
19.4	30.6	26.4	0.0	64.0
23.4	32.5	28.7	0.0	66.0
24.2	33.2	29.7	0.0	71.0
21.2	30.5	25.2	56.0	94.0
20.5	30.8	26.2	0.0	77.0
21.5	32.4	27.6	2.0	78.0
23.5	34.0	28.2	17.0	72.0
20.2	26.5	23.1	0.2	83.0
20.8	27.5	24.3	16.0	85.0
19.9	25.5	22.6	0.7	85.0
20.4	28.9	25.0	0.0	74.0
21.8	28.4	25.1	45.0	84.0
20.2	29.5	24.0	2.0	88.0
23.2	30.6	27.5	0.0	77.0
23.7	29.1	26.6	0.0	70.0
20.6	34.0	28.5	0.0	60.0
22.2	35.9	30.2	0.0	60.0
23.5	33.8	29.2	0.1	66.0
23.3	32.0	27.2	0.0	76.0
22.4	29.5	26.7	100.0	73.0
21.8	28.1	24.9	2.0	86.0
20.9	28.4	24.0	23.0	89.0
21.7	29.5	25.8	9.0	82.0
22.2	28.2	25.3	0.7	84.0
23.0	33.0	28.7	49.0	75.0
21.4	29.0	25.3	4.0	87.0
23.8	32.0	28.1	0.5	77.0
16.9	27.4	19.1	3.0	79.0
16.6	23.3	20.9	0.0	71.0
18.6	28.0	23.9	0.0	58.0
19.1	29.2	24.7	0.0	64.0
18.1	29.6	25.3	0.0	60.0
21.2	31.5	27.7	0.0	64.0
23.8	33.8	29.1	0.0	70.0
23.1	34.3	29.8	0.0	65.0
22.2	34.2	29.6	0.0	69.0
23.7	34.5	30.4	12.0	67.0
21.9	34.9	30.3	12.0	74.0
21.8	31.8	27.4	0.0	75.0
24.0	32.5	28.4	4.0	83.0
18.4	28.6	20.5	1.0	86.0
18.2	26.4	22.5	4.0	74.0
19.2	23.2	21.5	9.0	91.0
20.6	26.5	23.8	0.0	88.0
22.2	32.0	27.2	0.0	80.0
23.7	32.8	28.6	0.0	80.0
23.5	32.3	28.4	0.0	72.0
23.2	29.3	25.7	0.6	87.0
19.8	24.2	20.8	9.0	94.0
18.9	26.2	22.4	0.0	88.0
20.5	29.0	25.6	11.0	74.0
20.8	30.9	26.9	0.0	81.0
22.6	32.4	27.9	11.0	80.0
20.4	27.6	21.8	5.0	93.0
20.4	26.6	23.3	0.4	90.0
19.7	24.5	21.8	3.0	90.0
18.4	28.9	25.0	0.0	65.0
19.0	29.6	24.8	0.0	72.0
19.4	30.4	25.6	0.0	66.0
19.6	30.9	26.3	0.0	64.0
20.6	30.4	26.3	0.0	73.0
22.8	29.6	26.7	25.0	70.0
22.4	27.7	25.0	15.0	84.0
20.9	25.4	23.0	0.4	92.0
21.4	28.6	25.4	0.1	84.0
22.6	30.0	27.2	0.0	78.0
20.0	26.6	22.0	5.0	95.0
18.7	24.6	22.3	0.0	85.0
20.8	23.2	21.7	3.0	94.0
18.8	25.2	21.6	0.0	84.0
18.8	25.6	22.2	0.4	73.0
18.6	22.0	20.3	2.0	93.0
19.8	25.7	22.6	0.6	86.0
20.0	26.6	23.4	0.0	84.0
20.6	27.0	23.6	0.1	84.0
19.6	22.0	20.7	5.0	96.0
19.5	28.0	23.5	0.0	79.0
16.5	28.7	23.6	0.0	75.0
19.6	26.3	23.2	0.0	76.0
19.9	29.0	24.6	0.0	77.0
20.1	29.1	25.3	0.0	75.0
18.6	26.0	22.7	20.0	75.0
17.3	23.1	20.9	0.9	86.0
19.9	27.3	23.3	0.0	88.0
18.5	30.8	25.4	0.0	75.0
19.3	30.5	25.7	0.0	79.0
21.5	31.8	26.6	0.0	80.0
22.0	33.2	27.2	0.0	87.0
20.8	32.7	27.6	0.0	79.0
20.7	32.2	26.9	0.0	74.0
19.6	25.3	22.9	0.0	73.0
16.0	22.5	19.7	0.0	89.0
16.8	23.5	21.4	3.0	89.0
18.6	21.3	19.7	4.0	93.0
16.8	22.2	19.4	10.0	91.0
13.8	18.3	15.8	0.8	88.0
11.8	23.2	17.8	0.0	76.0
11.5	24.0	18.0	0.0	76.0
11.2	24.8	18.5	0.0	77.0
12.2	26.2	20.1	0.0	74.0
14.0	29.0	22.6	0.0	72.0
19.6	29.4	24.9	0.0	74.0
20.5	27.6	24.4	0.0	84.0
19.8	31.1	26.2	0.0	77.0
20.3	30.4	25.4	0.0	84.0
20.0	25.4	22.5	3.0	81.0
12.5	20.8	14.0	6.0	93.0
11.4	15.0	13.5	0.0	78.0
12.0	16.1	14.1	0.0	75.0
10.8	16.5	13.9	0.0	73.0
5.8	20.0	14.0	0.0	88.0
9.0	21.2	16.6	0.0	81.0
13.9	26.8	16.8	0.0	75.0
9.0	24.0	17.1	0.0	71.0
14.2	22.5	18.5	0.0	83.0
15.5	18.8	17.1	0.8	88.0
14.4	19.0	16.8	0.0	79.0
13.3	20.6	17.5	0.0	73.0
10.2	22.6	18.0	0.0	67.0
11.6	23.7	18.2	0.0	65.0
9.6	24.8	18.1	0.0	79.0
11.4	17.6	15.3	0.2	67.0
8.3	20.2	15.0	0.0	74.0
4.7	19.7	13.5	0.0	69.0
6.4	20.3	14.4	0.0	73.0
6.2	21.3	14.8	0.0	79.0
7.6	22.8	16.5	0.0	72.0
11.2	14.6	13.4	5.0	73.0
4.8	11.3	6.1	1.0	82.0
4.4	8.7	7.0	0.1	76.0
6.5	10.3	9.0	0.0	82.0
7.6	15.0	11.1	0.0	82.0
4.0	17.4	10.9	0.0	79.0
5.0	20.9	13.2	0.0	72.0
4.8	22.1	13.8	0.0	72.0
5.2	22.0	14.6	0.0	67.0
6.5	24.4	16.0	0.0	71.0
9.5	24.1	17.3	0.0	73.0
15.2	25.0	19.7	0.0	73.0
13.1	24.9	19.9	0.0	77.0
16.7	25.0	21.8	0.0	83.0
14.7	25.4	20.7	0.0	82.0
17.4	22.8	19.9	0.0	85.0
17.0	23.4	20.8	0.0	80.0
16.0	24.1	21.3	0.9	82.0
11.2	20.3	12.3	0.8	86.0
11.3	19.5	15.0	0.0	69.0
8.8	18.5	13.4	0.0	81.0
6.0	18.8	14.2	0.0	72.0
13.5	18.4	15.7	0.0	77.0
13.0	23.6	18.2	0.0	82.0
12.7	21.6	19.0	0.0	81.0
15.6	21.8	18.2	0.0	85.0
13.6	21.4	17.1	0.0	79.0
11.8	15.7	13.2	0.0	69.0
7.2	17.0	12.9	0.0	55.0
9.2	17.4	12.6	0.0	60.0
4.0	20.5	13.3	0.0	72.0
2.9	21.7	13.7	0.0	75.0
4.2	23.0	14.7	0.0	69.0
5.0	22.4	14.5	0.0	78.0
5.7	22.6	15.1	0.0	79.0
7.3	24.6	16.8	0.0	73.0
9.2	24.8	18.2	0.0	73.0
11.3	24.4	18.3	0.0	73.0
10.0	24.8	17.4	0.0	88.0
12.3	26.5	20.0	0.0	72.0
12.3	19.8	16.6	0.0	72.0
10.0	16.4	12.0	0.8	54.0
6.8	10.0	7.8	0.1	75.0
4.5	9.5	6.3	0.0	76.0
-0.8	15.3	7.7	0.0	70.0
-0.5	17.0	8.1	0.0	73.0
1.1	18.6	11.1	0.0	66.0
4.2	21.3	14.0	0.0	57.0
3.4	20.6	13.4	0.0	52.0
3.2	19.4	12.6	0.0	73.0
3.6	23.9	15.0	0.0	66.0
6.2	24.5	16.2	0.0	56.0
5.5	25.3	16.1	0.0	62.0
7.6	26.6	18.4	0.0	57.0
9.0	26.7	18.8	0.0	52.0
10.5	22.5	17.5	0.0	39.0
5.3	20.8	14.3	0.0	35.0
4.3	23.4	13.9	0.0	33.0
3.1	22.1	13.1	0.0	51.0
3.9	25.4	15.6	0.0	42.0
4.6	24.7	15.9	0.0	47.0
3.8	19.8	13.2	0.0	51.0
8.7	19.1	14.0	0.0	45.0
5.3	20.8	13.1	0.0	65.0
5.0	25.6	15.7	0.0	56.0
7.6	26.8	18.0	0.0	42.0
10.5	18.5	12.5	0.0	50.0
6.3	10.5	8.5	0.0	66.0
7.4	15.2	11.2	0.0	55.0
2.0	19.2	11.3	0.0	59.0
4.3	15.2	11.4	0.0	67.0
4.2	25.7	16.7	0.0	36.0
5.2	27.2	17.5	0.0	47.0
9.8	23.2	17.2	0.0	52.0
11.0	15.2	12.0	0.0	42.0
8.6	17.5	13.1	0.0	55.0
3.7	24.2	15.4	0.0	53.0
11.2	30.2	21.4	0.0	51.0
15.0	32.6	24.5	0.0	44.0
16.3	26.4	22.1	0.0	29.0
16.2	21.3	18.8	0.0	35.0
12.1	17.5	14.2	0.0	35.0
10.4	18.2	14.4	0.0	43.0
8.6	15.2	11.7	0.0	58.0
2.4	18.6	12.2	0.0	51.0
2.5	22.0	14.3	0.0	48.0
6.9	25.6	18.0	0.0	53.0
9.7	30.0	21.2	0.0	45.0
11.2	26.4	20.8	0.0	39.0
15.0	20.6	16.9	0.0	43.0
12.0	15.0	12.9	0.0	44.0
6.4	22.5	16.1	0.0	35.0
3.2	24.5	15.8	0.0	43.0
4.6	24.0	16.9	0.0	45.0
12.2	24.0	18.3	0.0	34.0
7.2	25.2	17.2	0.0	40.0
8.6	28.2	19.9	0.0	41.0
8.8	29.5	21.4	0.0	40.0
11.2	32.4	23.8	0.0	44.0
14.5	35.7	26.9	0.0	40.0
18.3	33.6	27.3	0.9	50.0
19.3	31.4	26.1	0.0	52.0
17.5	33.7	27.1	0.0	53.0
19.6	35.9	28.6	0.0	50.0
18.7	36.2	28.1	0.0	50.0
18.9	36.3	29.1	0.0	52.0
22.9	29.8	26.6	0.0	48.0
22.0	33.0	27.6	31.0	51.0
20.9	32.0	26.7	0.0	69.0
20.2	29.1	24.8	4.0	55.0
16.8	22.6	18.5	0.0	63.0
15.2	19.0	17.2	0.0	62.0
14.3	19.2	17.0	0.0	67.0
9.6	23.3	17.5	0.0	65.0
13.6	25.0	20.2	0.0	64.0
14.5	30.9	23.2	0.0	55.0
15.8	32.4	26.0	0.0	58.0
19.0	27.8	21.0	0.0	51.0
16.1	21.3	18.7	0.0	55.0
12.3	16.4	14.4	0.0	46.0
12.2	20.2	16.7	0.0	46.0
9.2	24.4	17.8	0.0	37.0
8.6	29.3	21.2	0.0	38.0
10.0	31.5	22.9	0.0	39.0
13.2	32.3	24.8	0.0	45.0
17.1	34.5	27.3	0.0	44.0
19.8	38.0	30.3	0.0	43.0
20.0	33.4	28.2	0.0	42.0
20.0	33.4	27.6	0.0	49.0
20.2	35.7	29.5	0.0	45.0
21.2	35.7	30.0	0.0	45.0
17.1	30.0	22.5	0.9	66.0
15.8	24.2	20.5	0.0	68.0
18.0	23.6	21.3	0.0	63.0
17.4	33.4	27.0	0.0	48.0
21.0	32.7	27.4	0.0	47.0
19.1	24.0	20.6	0.0	55.0
15.5	20.5	17.9	0.0	72.0
16.3	23.8	20.6	0.0	54.0
16.8	28.3	24.2	0.0	43.0
16.5	30.6	25.1	0.0	47.0
19.2	26.0	20.9	0.0	59.0
17.2	31.1	24.9	0.0	53.0
14.8	33.1	26.2	0.0	45.0
17.5	37.0	30.9	0.0	40.0
21.4	38.5	32.1	0.0	44.0
21.3	32.8	25.7	0.2	56.0
20.2	33.5	27.2	31.0	55.0
19.3	29.0	24.6	0.1	76.0
20.8	33.0	27.8	0.0	55.0
19.1	37.0	29.6	0.0	47.0
22.2	39.6	32.3	0.0	37.0
21.2	36.2	28.6	0.0	56.0
22.6	36.0	29.8	0.0	55.0
23.9	37.2	31.9	4.0	51.0
21.8	31.5	27.5	0.0	69.0
22.5	36.5	31.0	2.0	56.0
15.8	30.5	17.8	0.0	89.0
15.2	28.1	23.0	0.0	51.0
15.9	33.4	26.6	0.0	39.0
17.4	33.0	27.0	0.0	39.0
19.5	35.5	29.0	0.0	37.0
22.3	34.6	29.7	0.0	37.0
22.1	39.4	32.1	0.0	33.0
21.0	38.2	31.8	0.0	40.0
0.0	38.0	30.9	0.0	44.0
19.8	30.6	25.6	0.0	57.0
17.7	23.7	21.1	0.0	57.0
13.4	30.8	24.3	0.0	41.0
15.0	35.5	27.7	0.0	36.0
16.3	28.0	19.8	0.0	66.0
15.0	26.5	21.0	0.0	53.0
8.0	29.9	24.8	0.0	37.0
17.2	36.0	28.8	0.0	41.0
22.0	41.0	33.9	0.0	36.0
25.5	37.5	30.2	33.0	55.0
20.8	28.7	25.0	0.0	77.0
20.4	34.4	27.9	4.0	69.0
21.7	36.0	30.7	0.0	50.0
20.4	31.7	26.0	6.0	66.0
17.6	24.8	21.6	0.0	61.0
18.8	28.8	24.3	0.0	60.0
18.2	33.0	27.4	0.0	51.0
20.5	34.7	29.4	0.6	54.0
21.4	32.0	26.8	0.0	60.0
20.5	36.2	29.9	0.0	51.0
24.0	38.8	32.2	0.0	45.0
23.0	40.0	32.6	0.0	39.0
24.2	31.5	27.1	0.0	58.0
20.0	32.4	27.4	0.0	59.0
22.4	37.7	31.1	5.0	47.0
21.6	31.0	23.1	3.0	81.0
21.0	27.1	24.4	0.0	68.0
22.0	32.4	27.7	0.0	62.0
21.6	36.4	30.1	2.0	53.0
21.2	32.2	26.8	0.0	66.0
21.4	37.5	31.2	127.0	55.0
18.3	31.2	22.7	7.0	77.0
20.4	30.1	26.5	0.0	63.0
22.5	35.0	30.0	0.0	58.0
23.9	38.0	31.7	1.0	59.0
19.2	28.3	20.3	22.0	94.0
17.0	21.6	19.8	1.0	92.0
18.6	28.2	23.8	0.3	74.0
21.3	30.2	25.8	0.0	73.0
20.1	34.5	28.8	0.0	55.0
19.6	35.3	29.3	0.0	53.0
20.5	36.6	30.2	0.0	49.0
21.5	37.0	30.5	0.0	48.0
21.2	37.6	31.1	0.9	53.0
20.8	30.9	22.7	1.0	80.0
12.0	32.0	26.6	0.0	61.0
22.5	33.6	28.7	5.0	59.0
19.4	25.9	22.7	0.4	80.0
21.0	29.8	26.0	0.0	66.0
21.2	34.1	28.8	0.0	62.0
21.6	35.7	30.5	14.0	58.0
21.5	33.4	27.4	0.0	67.0
21.2	33.6	28.7	0.0	64.0
22.9	36.3	30.5	0.0	61.0
25.0	37.0	30.3	7.0	67.0
21.8	28.0	23.9	8.0	88.0
21.6	32.0	28.0	0.0	62.0
22.2	35.2	29.7	0.0	57.0
24.0	36.4	31.0	4.0	65.0
22.2	35.5	29.6	0.0	62.0
23.5	35.2	30.6	0.0	60.0
23.8	37.6	32.1	0.1	53.0
18.3	31.2	21.3	14.0	89.0
19.4	28.4	24.3	0.0	72.0
21.8	29.2	25.6	0.0	76.0
22.3	34.0	28.8	0.0	65.0
24.1	36.6	30.7	0.0	64.0
24.4	38.0	31.3	25.0	60.0
22.4	30.5	26.2	1.0	81.0
22.8	33.1	28.8	46.0	73.0
21.7	29.1	23.4	7.0	78.0
19.5	27.9	23.3	0.6	77.0
19.4	28.6	24.3	0.0	76.0
22.3	30.2	26.4	32.0	70.0
19.5	25.9	22.1	15.0	85.0
20.2	27.5	23.9	39.0	81.0
21.0	26.8	24.1	10.3	88.0
22.8	31.8	27.3	21.0	70.0
22.0	29.1	25.0	3.0	88.0
21.8	27.4	24.5	1.0	89.0
22.3	28.0	23.6	4.0	94.0
20.9	30.5	24.3	12.0	80.0
20.8	27.0	22.9	3.0	91.0
21.5	30.5	25.3	0.0	73.0
19.8	32.9	26.8	0.0	61.0
19.0	33.2	27.5	0.0	51.0
19.0	33.8	27.9	0.0	54.0
21.9	33.6	29.0	0.0	54.0
22.9	34.5	29.9	0.0	56.0
20.6	33.6	28.5	14.0	59.0
21.1	29.2	23.5	0.6	89.0
21.4	28.6	25.2	0.0	78.0
17.8	25.4	21.2	5.0	89.0
17.0	29.0	23.6	0.0	66.0
17.0	28.5	24.1	0.0	58.0
20.3	29.4	25.7	0.0	63.0
21.6	32.1	27.7	0.0	63.0
20.4	34.2	29.0	0.0	63.0
22.6	35.0	30.0	0.0	60.0
22.5	34.6	29.6	0.0	58.0
21.0	36.8	30.8	27.0	64.0
21.0	30.4	25.8	0.0	77.0
22.8	32.0	28.2	37.0	72.0
20.8	31.0	26.3	60.0	79.0
22.1	27.5	24.6	2.0	85.0
22.3	31.4	26.9	0.0	75.0
22.8	29.8	25.9	20.0	86.0
21.4	26.5	23.5	23.0	92.0
19.8	28.5	24.1	2.0	79.0
20.4	29.2	24.8	2.0	79.0
21.0	31.8	26.6	0.0	74.0
20.6	33.4	28.1	0.0	63.0
20.4	32.6	27.2	0.0	67.0
21.8	33.0	26.3	2.0	69.0
20.7	25.6	22.8	4.0	89.0
19.6	29.5	24.7	2.0	82.0
19.8	32.0	25.5	17.0	73.0
19.2	26.5	21.2	71.0	95.0
18.6	23.0	20.7	0.4	92.0
19.6	27.0	23.1	15.0	86.0
21.1	29.2	25.0	15.0	87.0
20.6	27.7	24.0	1.0	83.0
18.8	26.2	22.8	0.0	79.0
18.4	25.4	21.9	3.0	85.0
18.5	25.0	22.0	0.0	80.0
19.0	28.8	24.2	0.0	75.0
18.2	28.6	24.1	0.0	71.0
19.8	29.5	25.8	0.0	59.0
20.4	30.5	26.1	0.0	67.0
21.8	30.8	26.2	0.0	65.0
21.6	32.1	27.5	0.0	67.0
19.7	33.7	28.2	0.0	64.0
20.6	33.4	28.0	0.0	64.0
20.2	30.9	25.9	0.8	82.0
19.8	26.4	23.6	0.0	71.0
19.6	26.4	23.1	0.0	86.0
19.0	30.4	25.9	0.0	75.0
23.2	32.1	28.2	0.0	76.0
22.6	33.0	28.9	34.0	70.0
19.5	27.4	21.5	22.0	94.0
19.6	24.5	22.1	18.0	91.0
20.6	25.5	22.8	60.0	93.0
20.7	25.5	22.9	34.0	93.0
19.1	27.0	21.5	12.0	95.0
18.5	25.6	21.9	0.3	82.0
18.3	27.0	22.5	0.0	78.0
16.4	27.5	22.6	0.0	70.0
16.0	28.2	22.8	0.0	75.0
16.2	29.2	23.6	0.0	73.0
17.2	29.1	24.4	20.0	75.0
16.2	25.3	19.3	7.0	94.0
16.1	25.0	21.0	0.0	82.0
19.6	27.5	23.7	0.0	78.0
20.2	31.2	26.0	0.0	74.0
20.3	27.6	24.4	4.0	81.0
15.0	22.7	16.7	4.0	93.0
12.2	15.0	13.3	0.0	72.0
12.0	17.5	15.2	0.0	73.0
13.4	22.2	17.5	0.0	74.0
10.5	23.5	17.9	0.0	75.0
12.6	25.4	20.0	0.0	74.0
11.8	26.4	20.3	0.0	73.0
14.2	27.5	22.0	0.0	73.0
17.8	27.6	23.3	0.0	75.0
20.5	28.2	24.4	0.0	76.0
21.8	31.0	26.1	0.0	79.0
21.8	32.2	27.0	0.0	78.0
20.3	32.5	27.1	0.0	71.0
19.6	31.6	26.5	0.0	71.0
18.6	31.0	25.7	0.0	71.0
19.8	31.0	26.3	2.0	77.0
14.0	26.8	16.2	0.0	79.0
14.6	19.6	16.3	0.0	65.0
12.3	19.6	15.2	0.0	62.0
8.0	21.9	15.7	0.0	66.0
8.7	21.2	16.4	0.0	61.0
9.4	21.9	17.0	0.0	74.0
7.3	23.2	16.9	0.0	66.0
8.7	24.2	17.9	0.0	79.0
16.6	22.6	19.7	0.0	70.0
16.2	20.2	18.3	0.0	85.0
15.4	20.4	18.1	0.0	87.0
15.8	21.5	18.9	0.0	80.0
15.1	21.6	18.8	0.0	81.0
16.3	22.2	19.2	0.0	79.0
12.4	25.0	18.9	0.0	75.0
11.4	25.6	19.4	0.0	76.0
13.3	26.8	20.3	0.0	77.0
14.1	28.2	22.1	0.0	75.0
15.5	26.4	21.8	0.0	78.0
15.8	29.0	22.7	0.0	78.0
